"object_type","schema_name","object_name","column_name","data_type","is_nullable","related_object_name","description"
"CHECK","auth","saml_relay_states","null","null","null","null","request_id not empty"
"CHECK","auth","saml_relay_states","null","null","null","null","16488_28878_1_not_null"
"CHECK","auth","saml_relay_states","null","null","null","null","16488_28878_2_not_null"
"CHECK","auth","saml_relay_states","null","null","null","null","16488_28878_3_not_null"
"CHECK","auth","schema_migrations","null","null","null","null","16488_16527_1_not_null"
"CHECK","auth","sessions","null","null","null","null","16488_28758_1_not_null"
"CHECK","auth","sessions","null","null","null","null","16488_28758_2_not_null"
"CHECK","auth","sso_domains","null","null","null","null","16488_28845_3_not_null"
"CHECK","auth","sso_domains","null","null","null","null","domain not empty"
"CHECK","auth","sso_domains","null","null","null","null","16488_28845_1_not_null"
"CHECK","auth","sso_domains","null","null","null","null","16488_28845_2_not_null"
"CHECK","auth","sso_providers","null","null","null","null","resource_id not empty"
"CHECK","auth","sso_providers","null","null","null","null","16488_28836_1_not_null"
"CHECK","auth","users","null","null","null","null","16488_16489_2_not_null"
